AvgX,AvgY,AvgZ,MedianX,MedianY,MedianZ,2X,2Y,2Z,SkewX,SkewY,SkewZ,KurtosisX,KurtosisY,KurtosisZ,MinX,MinY,MinZ,MaxX,MaxY,MaxZ,Slope,MeanTA,2TA,SkewTA,KurtosisTA,AbsX,AbsY,AbsZ,AbsMeanX,AbsMeanY,AbsMeanZ,AbsMedianX,AbsMedianY,AbsMedianZ,Abs2X,Abs2Y,Abs2Z,AbsSkewX,AbsSkewY,AbsSkewZ,AbsKurtosisX,AbsKurtosisY,AbsKurtosisZ,AbsMinX,AbsMinY,AbsMinZ,AbsMaxX,AbsMaxY,AbsMaxZ,AbsSlope,MeanMag,2Mag,MinMag,MaxMag,DiffMinMaxMag,ZCR_Mag,AverageResultantAcceleration,label
4.534677941,-1.602098402,-7.664862478,4.894988736,-1.424208462,-8.523031246,1.711336188,3.24854922,2.641151197,0.049811439,1.001292212,1.889519307,12.64282312,8.960602007,4.821431761,-1.049718712,-10.3060815,-18.12622643,18.06272628,18.17356306,1.779225126,39.65605515,-0.200639576,0.405621194,-1.291231015,4.447549441,0.892252628,1.445408051,1.666919689,4.59547468,2.464071776,7.762283402,4.894988736,1.440268626,8.523031246,1.540550014,2.654484347,2.339221588,0.984927937,2.668266171,-1.490087045,16.52528485,6.97809028,3.92279706,0.022589864,0.009576807,0.010614996,18.06272628,18.17356306,18.12622643,31.36163734,102.326745,55.07603185,11.44970598,947.9807842,936.5310782,0,102.326745,1
-4.140005956,-0.784154544,7.650893263,-4.40361986,-1.567212388,8.305097375,1.182948778,3.440754678,2.131044565,1.560212044,1.079987452,-1.790784348,6.353122233,4.605892068,6.908282008,-10.99997186,-18.21873345,0.259764756,0.531493474,9.90187209,18.91692949,35.66276692,-0.035003444,0.460612263,2.268017665,4.738435639,0.663132953,2.059777788,1.246435368,4.140975985,2.625958546,7.650893263,4.40361986,1.6133996,8.305097375,1.17954682,2.3568314,2.131044565,-1.545686667,2.65791807,-1.790784348,6.322578396,7.661216572,6.908282008,0.079679926,0.020084521,0.259764756,10.99997186,18.21873345,18.91692949,28.25833319,94.06066802,38.66343015,20.85492011,708.2125741,687.357654,0,94.06066802,1
-4.003909088,-0.774410099,7.660698624,-4.38857761,-1.490847484,8.325251859,1.196891092,3.4312334,2.095753084,2.126508283,0.765041657,-2.045608482,6.296394612,5.063067429,7.237900425,-10.1083195,-18.8272051,0.127241786,0.332829351,9.601345129,18.74783115,35.55174266,-0.027964566,0.467062974,2.227547092,4.51267863,0.710291622,2.024887624,1.237295331,4.015749688,2.590162053,7.660698624,4.38857761,1.524791829,8.325251859,1.156520701,2.379260264,2.095753084,-2.018927139,2.793700289,-2.045608482,6.038961067,9.532954216,7.237900425,0.000431259,0.024621728,0.127241786,10.1083195,18.8272051,18.74783115,28.3272465,92.90602366,37.45684141,24.66939053,660.8345761,636.1651855,0,92.90602366,1
-3.870778206,0.376524658,7.868865592,-4.239014331,0.071577436,8.56148593,1.142070081,3.251033227,2.273498669,1.670313026,0.377400029,-2.390327257,10.12204775,5.798606056,7.801160945,-11.59146436,-18.26522601,-1.811517974,5.034262518,11.48581734,18.71485289,39.78531482,0.08294845,0.417723423,1.936243301,4.406468704,0.679283241,1.766046372,1.322950227,3.885505228,1.603124684,7.926410142,4.239059079,0.148483369,8.56148593,1.090887634,2.853011813,2.063825704,-1.291538497,2.281178415,-2.055561586,8.212732483,5.142004997,6.842418441,0.006953685,0.000152726,0.016585785,11.59146436,18.26522601,18.71485289,28.59088985,94.07693976,35.69489243,18.69285762,620.3301765,601.6373189,0,94.07693976,1
4.107364352,0.655447489,7.414998135,4.8267107,0.385101271,8.228343537,3.286497304,2.491270549,2.241355252,-1.247972846,0.372420235,-1.71431538,4.349857263,5.705964632,4.980890739,-6.355321443,-13.40142908,-0.301091182,19.05541399,8.04336822,18.11884163,38.01156049,0.088250961,0.289964633,1.234194601,3.678050344,1.92473973,1.29682984,1.460247472,4.979486889,1.322815583,7.419257085,4.833904171,0.437040607,8.228343537,1.694701991,2.210316556,2.227209357,2.874634356,2.330036209,-1.689271546,19.61361022,4.503339495,4.915690379,0.00365946,0.003815131,0.002024713,19.05541399,13.40142908,18.11884163,29.5073629,94.30174229,45.21238414,8.836138886,702.816084,693.9799451,0,94.30174229,1
3.916515688,-1.345595256,6.923271053,4.697643375,-2.386553262,7.931635679,3.43046002,3.63080474,2.444964796,-0.911762653,1.492501167,-1.268079981,3.091982184,3.48584715,2.294982564,-5.330776182,-17.75643621,-1.388637,18.91996574,8.7221075,17.93877769,40.77696309,-0.121920443,0.424521802,1.875870038,2.882152925,2.106776555,2.324739982,1.754131956,4.889581758,3.249376338,6.934720744,4.719732517,2.4229321,7.931635679,1.787350512,2.104829979,2.412280964,3.087290553,2.436476269,-1.216183985,17.62438657,7.256752844,2.149977638,0.040274385,0.068270201,0.060668022,18.91996574,17.75643621,17.93877769,31.44742863,95.9937517,47.37491322,2.081889353,751.3370261,749.2551367,0,95.9937517,1
0.936532394,-3.720945148,7.28999683,0.826967454,-4.491535635,8.264278936,1.370865569,4.163436489,2.689890683,1.678067221,1.689851896,-1.262868854,14.53755474,4.004399957,2.280086782,-3.965591063,-17.62933333,-1.165178204,13.88682243,9.441503417,17.55859948,37.44487576,-0.408543832,0.531486969,1.602196783,3.729630692,0.768711382,2.37006558,1.884121219,1.222582263,5.176630774,7.321044374,0.881731138,4.545098234,8.264278936,1.123090237,2.091718895,2.604157312,3.968043545,1.836214006,-1.145953255,27.01358801,4.881215141,2.005121432,0.001871209,0.098735498,0.006756655,13.88682243,17.62933333,17.55859948,28.42852296,94.30160257,43.72370939,18.8345311,736.9693642,718.1348331,0,94.30160257,1
-5.335860767,0.061128879,6.789785305,-5.831452876,-0.093875235,7.345411,2.538726112,3.81673081,2.225586554,-0.045420647,0.318578442,-1.478918793,6.47091089,4.947953731,6.403636448,-18.75603059,-18.5207865,-1.504757908,6.24087351,15.8435892,18.57477822,46.99939683,0.045483179,0.47348986,1.544496015,3.559439003,1.526158115,2.083296004,1.290109993,5.460952458,2.077534945,6.822156088,5.835310022,1.004106622,7.345411,2.256947265,3.201983115,2.124233722,0.90960595,2.201788071,-1.27513662,8.240266369,4.669028885,6.363158812,0.01478494,0.000401775,0.010449327,18.75603059,18.5207865,18.57477822,32.23155668,100.5281486,74.9331195,4.812721801,966.1576797,961.3449579,0,100.5281486,1
-6.620520171,0.13433839,5.44009288,-7.056424325,0.145847678,6.551429592,2.82630431,3.539584626,2.44531328,0.608589058,0.303506345,-0.642171927,3.759695989,4.822739852,3.319833941,-18.92443638,-17.87262236,-2.098961085,8.992420615,14.97942322,18.94583049,47.97385805,0.037142973,0.481371243,1.016128026,3.824073655,1.692900231,1.736306398,1.805422342,6.704349,1.800882022,5.518595286,7.056545154,0.176798262,6.551429592,2.621138357,3.049874643,2.262475395,-0.169757159,2.105459762,-0.301179569,3.315515791,4.102056077,3.616910438,0.016799748,0.003590817,0.001535898,18.92443638,17.87262236,18.94583049,32.1820961,99.9254206,56.82630897,6.951917685,747.3706868,740.4187691,0,99.9254206,1
-5.803686503,0.468458343,6.462848496,-6.403813379,-0.012677608,7.176391583,2.845976564,3.398246978,2.317310572,1.681986998,0.657249381,-1.195888054,10.45513545,7.112702829,5.191110419,-18.50811516,-17.77178064,-4.273697767,13.54329373,17.80342179,17.83462913,52.74150129,0.088608141,0.434312204,1.948609799,5.118599006,1.626980178,1.711980616,1.427132128,6.007436195,1.393557453,6.514499268,6.404970288,0.026452394,7.176391583,2.385734544,3.134417606,2.167778781,-0.105941063,2.524252172,-0.874791144,4.825576507,5.914867894,4.988966698,0.006322164,4.60E-05,0.003570984,18.50811516,17.80342179,17.83462913,31.26056889,100.6743047,65.96593229,1.259077067,864.5186562,863.2595792,0,100.6743047,1
-3.419706229,0.154558982,8.401276202,-3.79490308,-0.124938144,8.842293386,1.684827234,3.257548983,2.261824453,0.472241223,-0.83403923,-1.610139503,8.713038446,8.984896732,8.38533997,-15.91529131,-18.80071013,-1.24575382,4.173681196,9.835964195,18.69569756,40.26521347,0.064168184,0.378234137,2.173034851,6.565947626,0.956046976,1.452791986,1.159031464,3.575945873,1.365098099,8.431123456,3.795022177,0.149916598,8.842293386,1.321008765,2.961594854,2.147831963,1.239352518,2.778145913,-1.281329029,17.07683598,7.886555149,7.704505815,0.000957173,0.000219556,0.016487575,15.91529131,18.80071013,18.69569756,30.91338484,100.8559844,60.19634415,14.28470802,811.4691863,797.1844782,0,100.8559844,1
-2.348883638,1.580272853,8.65409537,-2.632803841,1.478154968,9.151977816,2.444093194,2.598318662,2.244408305,-1.52314877,-2.061270133,-2.420883754,14.77400337,16.5712286,9.173469974,-19.11262143,-16.91913309,-1.559748141,5.889900776,9.191908305,17.60644351,40.91766735,0.193263683,0.267232606,1.400010158,6.676645494,1.116311445,0.98707332,1.159632213,2.892082451,2.18430959,8.690055059,2.636172511,1.481356754,9.151977816,1.767826062,2.115684014,2.10079762,6.01239866,3.471673231,-2.124758281,44.12178316,13.59818137,8.10333699,0.002928401,0.006581623,0.009754514,19.11262143,16.91913309,17.60644351,30.99771327,100.6607745,61.7480695,9.132697391,783.4992161,774.3665187,0,100.6607745,1
-3.597720321,-0.389061888,8.327531045,-3.82361839,-0.754537389,8.787840128,1.371578459,3.305035396,2.137115238,2.049672229,-0.624794205,-1.191665589,16.84379879,9.174304378,7.762381034,-11.10485199,-18.84852287,-1.746954103,6.684571628,13.7877626,18.97937099,42.55785795,-0.006185876,0.347758386,1.865334434,5.688298214,0.665508524,1.509517112,1.119438462,3.70989137,1.798450941,8.330864131,3.824161344,0.7661445,8.787840128,1.03009528,2.799748178,2.124078303,0.887732423,3.158116075,-1.14522479,11.46463326,10.61050817,7.644851199,0.000371513,0.095689311,0.035683076,11.10485199,18.84852287,18.97937099,28.87631495,99.80540105,59.70927729,4.674842928,669.2069465,664.5321036,0,99.80540105,1
-4.289577987,3.415637418,5.64994717,-5.2480903,5.482207466,5.982843848,2.391501926,5.018782863,1.800691645,0.877250886,-1.630995675,-1.656138865,2.039748375,1.834388522,4.071130515,-16.78933467,-9.89602767,-0.1340753,1.857107231,18.93223402,12.71004229,36.65692055,0.329928111,0.634253899,-2.005879335,2.501747032,1.782482067,3.636558566,1.042822225,4.479889725,5.783125501,5.651969507,5.2480903,5.532024325,5.982843848,2.012329604,1.84357201,1.794330539,-0.435548095,1.386740113,-1.643642519,3.228879731,9.695126182,4.038395503,0.018655349,0.001079918,0.001318249,16.78933467,18.93223402,12.71004229,28.30469833,96.12095039,40.90933587,31.37972058,744.1579933,712.7782728,0,96.12095039,1
-3.316469595,4.080309399,3.807005356,-4.584790242,6.1195793,6.007035399,2.168734082,5.362610793,4.742704579,1.010386104,-1.505022743,-1.64254603,-0.261775152,1.517564628,1.536612772,-8.685374221,-10.03297185,-10.0248003,1.934515,18.91670724,11.75988523,37.75497967,0.41244914,0.669336545,-1.847091559,2.154110699,1.824088128,3.874897464,3.629833494,3.579262177,6.417603988,5.679705391,4.584790242,6.13755408,6.045163388,1.700085216,2.051276686,2.172088282,-0.728476227,0.901347766,-1.095470606,-0.586728957,6.060342059,1.189497359,0.00472965,0.001047059,0.003176467,8.685374221,18.91670724,11.75988523,23.90347237,98.06547981,33.97597626,14.75407743,507.4971281,492.7430507,0,98.06547981,1
-3.383269726,0.72756217,5.940896371,-4.1946416,-0.20323502,8.617144562,2.087189119,4.846057906,4.723269427,0.493998838,0.153902866,-1.594671281,0.050960989,0.795791458,1.335332519,-9.712678418,-9.872411058,-7.649377873,0.823292577,18.84634064,14.78218027,37.93347051,0.046832393,0.611248131,-0.588394191,1.042489277,1.637017454,3.354142513,3.643024678,3.521727386,3.070674361,7.119162194,4.1946416,0.29688102,8.617144562,1.843852459,3.818346796,2.629208145,-0.172650323,1.008502526,-1.429742328,0.092185418,-0.105686761,1.245391139,0.001140059,5.71E-05,0.012583087,9.712678418,18.84634064,14.78218027,25.83867998,97.39292676,35.69437464,32.85371972,552.4037293,519.5500096,0,97.39292676,1
3.490850147,0.729620789,7.330110145,3.951176294,0.6991069,8.6703293,1.918772716,4.147235407,2.816111482,-0.505447946,-0.447194256,-1.269884753,8.094310466,2.974548573,2.087179667,-6.679369558,-18.47945737,-4.674718721,17.86808811,15.07417729,18.31915474,47.50939164,0.104288562,0.504135754,0.45566672,1.883866152,1.168891931,2.10790614,2.131094634,3.718061022,2.555298273,7.36438253,3.95165676,0.71523808,8.6703293,1.429284804,3.346505286,2.725177926,1.599960496,1.666979575,-1.147385474,18.12674233,1.856800128,1.678982832,0.004597221,0.014128129,0.001714716,17.86808811,18.47945737,18.31915474,31.55315039,95.24497157,50.83211751,11.15969226,788.4925464,777.3328541,0,95.24497157,1
3.73132015,-0.150547787,7.049976625,4.1946416,-0.11492168,8.607390495,1.651583986,4.520626463,3.178349806,-0.523022308,-0.143008703,-1.0611883,15.1259926,2.728900419,1.082830578,-9.854226729,-19.21079957,-3.264671845,17.33958845,16.34295795,18.71998696,49.86881271,0.0042558,0.583191133,0.53111799,1.888083606,1.001481205,2.285908097,2.472152427,3.797361596,2.331460667,7.095195213,4.1946416,0.149481811,8.607390495,1.493403683,3.875574685,3.076025902,0.837118436,1.599669664,-0.980032293,12.71009887,1.498844896,0.974962843,0.001295592,0.000341618,0.008043553,17.33958845,19.21079957,18.71998696,31.93422804,96.89522632,60.68115877,1.9298484,967.6379513,965.7081029,0,96.89522632,1
4.230308741,0.586215442,6.612297825,4.807557,0.6799533,8.231898074,2.24496065,4.561782693,3.299249082,-0.510443429,-0.667908967,-1.227934188,5.059857036,2.758612035,1.168194175,-4.109650574,-18.41122561,-8.227961718,16.96210035,15.13052185,17.19973216,47.07053352,0.08222433,0.572045206,0.17826382,1.643047633,1.40919008,2.397799786,2.569468755,4.439576835,2.781654793,6.790194408,4.807557,0.70314545,8.231898074,1.795696798,3.66222177,2.915387585,0.787673378,1.597407109,-0.958992695,8.305802091,1.625000361,0.638911398,0.020086008,0.025602518,0.001882939,16.96210035,18.41122561,17.19973216,30.34516443,98.67634555,64.12913278,9.574720948,872.8564578,863.2817368,0,98.67634555,1
0.410462366,1.194893267,8.334810074,0.4213795,0.848186578,9.473388826,2.324714871,4.131784132,2.935865776,-0.464080969,-0.784079832,-1.474195578,7.911710003,5.258871359,3.896591665,-9.489962635,-19.09704739,-5.7619893,13.436825,18.0301893,18.78368395,50.06555074,0.156993087,0.432610949,0.487160264,2.175113773,1.021779304,2.175478145,2.049168895,1.306162874,2.600537837,8.416142243,0.480037965,0.8619126,9.473388826,1.966185878,3.425453591,2.69372993,2.748684053,2.012962383,-1.096715044,7.900983889,3.732453343,2.848715723,0.035022809,0.00475067,0.010508834,13.436825,19.09704739,18.78368395,29.94254832,102.1437744,61.69919723,13.08674227,719.980096,706.8933537,0,102.1437744,1
